Latitude,Longitude,Region,Year,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_%,Area_acres,Seed_Type,Seed_Cost (LKR),Fertilizer_Cost (LKR),Pesticide_Cost (LKR),Labor_Cost (LKR),Water_Cost (LKR),Machinery_Cost (LKR),Other_Costs (LKR),Total_Cost (LKR),Yield_kg,Cost_per_kg (LKR)
9.7742,80.1549,Jaffna,2020,Yala,Sandy Loam,1062.51,26.59,84.33,0.82,BG352,3498.8,8145.3,5826.01,29750.17,4766.26,10854.96,2398.81,65789.62,2669.11,24.65
7.4776,80.3419,Kurunegala,2017,Yala,Loam,1277.79,27.22,71.97,3.47,At402,8350.61,11180.56,2083.78,16643.43,7839.3,10840.78,4076.89,61264.68,9161.73,6.69
8.2648,80.539,Anuradhapura,2021,Yala,Loam,1308.53,26.85,82.3,3.99,At306,7507.33,14363.63,2167.8,34369.78,6993.57,10806.69,4919.88,81332.44,12294.51,6.62
7.9398,80.9769,Polonnaruwa,2024,Maha,Sandy Loam,2122.11,31.68,83.13,1.08,At306,5367.87,19137.0,2898.46,22443.34,5160.38,12712.26,3451.76,72057.22,2515.89,28.64
9.6718,80.074,Jaffna,2021,Maha,Silt,1182.25,27.38,87.74,3.41,BG358,5001.35,17791.36,5445.48,31930.29,7594.63,10279.13,4020.17,81983.49,12454.67,6.58
7.3632,81.7372,Ampara,2017,Yala,Loam,2092.74,31.44,83.12,1.3,BG352,6815.19,19816.04,5749.55,15863.47,3824.07,8712.47,3903.92,65320.28,2950.64,22.14
9.7604,80.0548,Jaffna,2020,Yala,Sandy Loam,1758.78,31.88,84.66,2.94,BG300,7132.43,14100.33,3190.19,26300.44,6444.43,18353.2,3545.17,79588.43,6327.34,12.58
7.7616,81.7118,Batticaloa,2024,Maha,Loam,1692.34,26.07,74.93,3.77,BG352,9942.67,9190.14,3605.98,31001.42,4020.18,14216.1,3932.29,76140.75,8345.48,9.12
7.4319,81.6653,Ampara,2023,Maha,Sandy Loam,1533.08,31.49,81.08,0.52,BG352,8326.94,8423.74,4982.94,19049.61,7790.37,11783.23,2307.73,61962.34,1285.61,48.2
9.7753,80.0915,Jaffna,2025,Yala,Sandy Loam,2314.98,32.97,77.37,2.52,BG358,8054.5,18634.35,4372.18,22830.51,5063.11,16043.04,1012.87,76249.74,6506.85,11.72
7.5435,80.309,Kurunegala,2022,Maha,Silt,2191.3,26.65,81.76,2.66,BG300,7496.28,8778.24,4319.94,26229.69,5803.3,14845.34,3705.87,71788.64,6366.99,11.28
8.4008,80.3951,Anuradhapura,2023,Yala,Clay,2237.57,29.49,71.54,0.76,At306,5339.67,17418.76,4830.72,30772.3,5586.35,12722.59,1589.81,77916.59,2093.68,37.22
7.3029,81.6247,Ampara,2022,Yala,Silt,1132.9,27.54,81.96,3.81,BG358,9988.43,19197.36,4570.26,23424.96,6180.89,17213.47,1473.34,81868.52,13897.22,5.89
7.385,81.6943,Ampara,2025,Yala,Sandy Loam,1575.75,30.0,81.76,1.33,BG300,5535.65,12014.14,2104.79,15483.84,7158.49,10549.92,3072.32,55516.6,5146.43,10.79
7.806,81.8319,Batticaloa,2021,Yala,Clay,1388.95,29.01,87.45,4.29,BG352,4302.71,17631.72,3832.75,24659.38,3667.4,8047.82,3911.76,66046.46,11845.0,5.58
7.4393,81.6609,Ampara,2024,Maha,Clay,2094.26,31.36,73.18,3.25,BG352,3947.48,17016.5,4627.82,34132.29,3344.79,7741.71,2128.75,72462.75,7615.9,9.51
9.6271,80.1134,Jaffna,2025,Yala,Sandy Loam,2359.38,27.75,75.44,3.92,At306,6148.18,17320.53,2261.46,24751.42,3168.07,7814.49,4625.75,65368.39,11647.6,5.61
7.6248,81.7479,Batticaloa,2023,Yala,Clay,1616.64,28.43,88.0,0.6,BG358,7646.53,19560.73,4240.67,33736.45,3261.29,12444.31,2040.63,83392.25,2375.31,35.11
8.3387,80.5401,Anuradhapura,2022,Maha,Loam,1384.8,30.58,73.96,3.04,At402,6247.53,19664.06,4434.11,21990.13,3570.48,8966.21,1901.27,66275.72,11160.92,5.94
7.6897,81.7296,Batticaloa,2020,Maha,Silt,1841.83,29.66,72.3,4.37,BG300,8059.7,8812.02,4831.34,25870.76,3408.63,12957.91,2938.79,66210.7,16957.94,3.9
7.653,81.7779,Batticaloa,2017,Maha,Loam,2274.96,30.68,79.25,2.35,BG352,7556.81,14545.18,2249.09,25250.05,7032.02,12970.12,1207.83,71383.66,5271.05,13.54
8.4074,80.391,Anuradhapura,2025,Maha,Sandy Loam,1387.93,27.15,76.6,3.91,BG352,6635.7,10458.58,5511.32,32591.64,7352.89,10104.35,2804.96,76429.42,13678.85,5.59
8.0549,81.0577,Polonnaruwa,2017,Yala,Sandy Loam,1040.75,26.46,79.28,4.59,BG352,6770.91,13973.75,2421.89,28135.6,7110.52,11945.46,4102.45,75389.53,10319.63,7.31
9.6501,80.0436,Jaffna,2017,Maha,Clay,1784.99,28.01,85.86,3.1,BG358,7442.08,17574.97,3583.88,33301.8,5665.14,9053.41,3783.6,80991.4,7740.31,10.46
8.3678,80.3532,Anuradhapura,2021,Maha,Sandy Loam,2285.77,32.34,75.54,4.93,At306,3984.98,10424.19,2736.9,32879.79,6271.46,8977.36,2761.29,68266.57,9779.25,6.98
9.6227,80.0159,Jaffna,2024,Yala,Clay,2323.62,31.63,80.1,4.85,At306,5924.33,19809.32,4671.68,27693.43,3829.77,18465.06,2709.96,82428.02,8864.52,9.3
9.6443,80.1538,Jaffna,2025,Yala,Silt,1839.63,29.69,84.39,4.51,BG300,3555.85,16777.96,2749.65,32163.54,7095.32,14030.32,3840.97,79842.31,12792.93,6.24
7.4497,81.7695,Ampara,2023,Maha,Silt,2232.46,29.21,77.16,2.72,At306,8797.74,12022.5,2695.05,29240.28,7129.89,8308.29,1959.5,69437.19,6978.08,9.95
7.4299,81.6644,Ampara,2019,Maha,Sandy Loam,1675.53,31.24,83.02,3.29,BG358,5466.62,18097.37,3885.15,34582.1,6170.71,8641.44,3704.71,80198.31,10889.64,7.36
9.7266,80.1371,Jaffna,2022,Yala,Loam,1104.46,27.22,87.11,1.52,At306,8859.29,11351.31,4571.53,28883.01,5563.27,10969.04,1850.58,71114.41,3752.4,18.95
9.7211,80.0248,Jaffna,2018,Maha,Silt,1979.74,32.57,87.42,3.95,At306,8519.13,15979.82,3041.15,33143.9,6353.66,14285.73,1443.96,82661.46,11110.51,7.44
8.3328,80.5155,Anuradhapura,2023,Yala,Clay,2296.85,29.83,77.61,4.9,BG358,3775.04,13070.58,2168.1,29798.08,7590.38,10640.49,4433.37,71060.48,18638.1,3.81
7.4125,80.301,Kurunegala,2019,Yala,Clay,2130.94,31.63,70.36,4.83,BG300,8086.7,11657.01,5317.58,20630.42,7363.77,8463.55,3814.74,65415.17,9719.78,6.73
7.2686,81.6193,Ampara,2022,Maha,Clay,1362.84,26.09,79.38,1.86,At402,7188.5,11566.85,3199.68,29863.86,3240.71,18737.63,4409.06,78541.9,5775.46,13.6
9.7123,80.1675,Jaffna,2023,Yala,Silt,2338.45,27.3,71.58,1.58,BG300,8562.05,8416.04,4331.23,34908.75,7278.48,13778.79,1254.56,79192.65,4926.05,16.08
8.0201,80.9703,Polonnaruwa,2025,Maha,Sandy Loam,1172.4,26.66,88.19,3.51,At306,8805.01,18547.75,4287.09,25348.93,5152.14,11120.31,2738.38,76547.37,10966.05,6.98
8.4195,80.42,Anuradhapura,2025,Yala,Clay,2338.78,29.1,82.14,3.34,BG358,7141.88,16431.61,2949.73,25247.28,3521.12,11998.65,2950.67,70545.39,12996.5,5.43
9.6452,80.1073,Jaffna,2025,Maha,Loam,1900.98,31.21,80.13,3.35,BG300,3496.53,11052.7,3447.41,24449.87,3228.24,8820.31,2107.26,57545.39,8472.03,6.79
8.3047,80.5025,Anuradhapura,2022,Yala,Clay,1723.06,27.37,82.22,1.76,BG352,4448.95,14198.87,2022.02,15153.28,4095.34,7477.38,1432.1,48505.66,6275.61,7.73
8.3633,80.4302,Anuradhapura,2019,Maha,Clay,1858.07,29.59,75.87,4.69,At402,5779.11,9045.11,4468.27,17276.77,4726.12,13596.36,4496.89,59375.72,15687.91,3.78
8.3252,80.4407,Anuradhapura,2019,Yala,Loam,2489.23,26.92,75.49,2.28,BG358,5952.8,12932.25,5630.44,29280.65,6039.53,11021.85,4295.16,76062.8,8223.13,9.25
9.7192,80.2208,Jaffna,2019,Maha,Clay,1002.35,30.45,71.02,1.66,BG300,3416.67,15245.55,4746.36,17289.75,4919.19,12931.07,2476.21,60266.85,4518.0,13.34
7.9886,80.9848,Polonnaruwa,2024,Yala,Loam,2126.77,26.5,71.6,2.1,BG352,9592.08,16022.87,4714.68,22238.4,5968.3,7131.71,3544.38,70038.99,6610.09,10.6
9.6228,80.1075,Jaffna,2021,Yala,Loam,2310.55,31.07,72.41,4.56,BG300,3465.11,14407.61,2568.55,15234.13,5110.17,10835.53,2944.0,54719.5,8646.79,6.33
8.3291,80.4699,Anuradhapura,2017,Maha,Loam,1184.5,29.91,76.86,3.78,BG352,7566.04,18147.25,4769.97,23598.62,6364.83,10579.96,2225.25,73829.89,10516.42,7.02
8.4028,80.4079,Anuradhapura,2018,Maha,Silt,2197.57,31.76,87.15,4.62,At306,6016.9,11826.4,4328.79,22423.45,6005.37,16172.62,3753.62,70276.26,10011.97,7.02
8.2758,80.4565,Anuradhapura,2020,Yala,Clay,1645.79,27.0,87.8,2.06,At306,4081.22,8305.37,4583.29,27738.05,4703.02,7932.25,2638.52,59604.15,6776.71,8.8
7.6106,81.6537,Batticaloa,2018,Yala,Silt,1908.67,28.55,74.36,4.95,At402,6178.01,16259.29,2562.21,24711.79,3137.68,13570.92,4856.07,71044.38,9334.67,7.61
7.4919,80.3335,Kurunegala,2018,Yala,Clay,1046.43,28.72,73.2,0.61,BG358,8293.5,13502.28,3156.98,33001.66,3580.69,19426.94,2255.87,83994.73,1907.15,44.04
8.4103,80.4736,Anuradhapura,2022,Maha,Silt,2240.06,32.89,75.77,4.83,BG300,5726.37,12626.14,3361.55,25828.15,3770.73,14198.25,3166.82,69201.81,17552.36,3.94
8.3371,80.4301,Anuradhapura,2018,Yala,Loam,1660.66,28.12,75.19,1.38,BG358,3403.53,12109.38,3080.99,34328.35,5788.54,11514.6,3321.87,72825.65,3832.12,19.0
8.3166,80.3836,Anuradhapura,2025,Maha,Sandy Loam,1939.35,29.42,78.04,4.97,BG358,9162.2,15480.87,4277.51,27413.21,4006.56,12136.79,1157.84,73586.07,14883.43,4.94
8.0455,81.0638,Polonnaruwa,2019,Maha,Clay,1341.62,32.75,88.19,3.75,BG352,6733.71,18439.63,2522.61,30810.2,3624.1,17324.74,2103.07,82312.24,14538.35,5.66
7.9395,81.0205,Polonnaruwa,2018,Maha,Silt,1223.19,29.24,89.62,2.68,At306,9044.83,15064.78,3501.32,20715.67,4016.12,16903.38,2546.16,71814.81,7726.75,9.29
9.752,80.1122,Jaffna,2022,Yala,Sandy Loam,1865.92,32.06,89.61,2.33,At306,8792.63,17174.33,4294.12,34120.94,4002.37,8420.43,4415.85,81098.97,8535.56,9.5
7.3438,81.7263,Ampara,2021,Maha,Loam,2339.64,26.44,87.67,2.52,At402,6573.03,15519.11,5705.53,15382.32,5384.22,15940.39,3890.83,68780.49,5281.31,13.02
7.3121,81.6904,Ampara,2017,Yala,Loam,1449.09,28.51,86.09,1.75,BG300,4474.93,19489.38,2035.45,34956.42,6384.11,17770.1,2178.48,86317.5,5990.8,14.41
7.8161,81.8211,Batticaloa,2025,Yala,Silt,2251.22,31.18,72.86,3.89,At402,8382.46,15902.49,5064.46,31918.43,6068.02,8151.86,2950.51,77593.53,10489.75,7.4
9.7908,80.1847,Jaffna,2017,Yala,Sandy Loam,1610.66,26.46,76.98,1.0,BG358,8657.65,19372.26,2289.27,34102.3,5612.88,10894.35,1307.45,82237.41,3547.93,23.18
9.6951,80.0377,Jaffna,2017,Yala,Clay,2060.63,26.35,71.46,2.31,BG358,5067.03,10788.61,3124.02,31069.65,7646.14,12266.34,4624.44,74229.22,6579.25,11.28
7.6211,81.7792,Batticaloa,2017,Maha,Silt,1339.04,30.48,89.58,3.22,At306,5504.7,15773.81,2491.68,32773.18,5515.42,12841.55,3343.46,78493.37,6304.46,12.45
9.7045,80.0397,Jaffna,2022,Yala,Silt,2023.93,27.69,84.28,4.2,At306,8627.71,14630.01,4080.68,17857.52,6876.73,10528.32,2986.78,65156.3,8796.57,7.41
8.0358,80.9105,Polonnaruwa,2022,Maha,Loam,1944.34,26.38,84.97,1.93,BG300,3000.94,14133.55,2187.41,20523.39,6534.88,7814.97,4357.35,57560.13,4522.01,12.73
9.7357,80.071,Jaffna,2019,Yala,Clay,2111.36,28.21,72.04,2.12,At402,4892.75,18112.54,3253.39,30778.65,7459.36,12639.63,4639.77,81530.73,8312.46,9.81
7.6354,81.72,Batticaloa,2023,Maha,Clay,1133.93,30.81,79.88,2.24,BG358,7428.98,16446.29,2017.45,18339.06,6565.23,15663.01,4864.19,71846.29,8717.41,8.24
9.6753,80.1979,Jaffna,2019,Maha,Silt,2053.81,28.09,72.11,4.02,At402,7509.04,8578.23,3440.2,34136.0,5502.01,12625.48,2830.8,74039.53,10496.85,7.05
7.9036,80.9618,Polonnaruwa,2020,Yala,Silt,1554.72,26.37,85.35,2.37,BG352,8755.26,18204.18,2847.98,28147.07,5361.41,18442.04,1862.96,83976.53,7434.82,11.3
8.45,80.381,Anuradhapura,2021,Maha,Clay,1442.95,26.96,83.03,3.82,BG358,5209.39,15737.99,3580.52,29264.14,3996.08,18572.8,2149.64,78246.13,7364.2,10.63
9.6262,80.0942,Jaffna,2019,Maha,Sandy Loam,1167.27,29.61,75.35,4.26,At306,3102.85,12549.13,3349.38,15386.55,3621.84,12377.35,2971.46,53167.14,12643.95,4.2
7.3322,81.7353,Ampara,2020,Yala,Loam,1892.7,26.07,79.28,4.84,At306,6633.23,16130.51,3247.46,30479.83,6864.61,13776.85,4904.06,81287.65,8892.46,9.14
8.3568,80.4119,Anuradhapura,2024,Maha,Loam,2155.24,31.65,72.4,1.7,At402,3122.87,11519.7,5092.57,25359.21,4740.48,11832.61,1005.41,62272.45,5477.76,11.37
7.4423,80.3064,Kurunegala,2023,Yala,Sandy Loam,2461.29,31.93,70.47,4.54,BG352,8482.39,17364.51,3831.98,22960.11,4514.58,7854.03,1912.94,66413.75,13006.96,5.11
9.6277,80.0625,Jaffna,2024,Yala,Clay,2121.17,29.32,71.16,4.81,At402,9599.07,17422.27,5965.31,25889.65,7813.84,7982.87,2462.72,76586.49,10730.31,7.14
7.307,81.7526,Ampara,2021,Yala,Sandy Loam,1211.2,30.36,85.63,3.1,At306,4028.74,17733.49,4543.82,22763.31,6370.65,10378.76,2380.77,69034.51,7561.24,9.13
7.4393,81.6444,Ampara,2024,Yala,Clay,1704.98,32.23,84.15,0.78,At306,4031.12,8094.1,4523.69,23953.47,3671.37,19453.14,3118.64,66329.32,2263.04,29.31
7.3293,81.6748,Ampara,2023,Maha,Loam,2019.43,26.53,75.49,4.13,BG352,6217.65,14558.93,3731.26,15878.0,3828.75,12792.04,1836.74,57943.33,15099.4,3.84
7.3137,81.6198,Ampara,2022,Maha,Sandy Loam,2471.79,31.55,87.08,1.59,BG300,9724.39,10363.11,5805.72,34896.39,6558.61,19754.87,3278.16,89900.33,4390.61,20.48
8.0835,80.9945,Polonnaruwa,2019,Yala,Silt,1890.34,26.51,82.45,4.92,At402,4330.75,17511.14,5631.6,33874.03,7800.68,13778.98,4909.23,88351.03,10605.93,8.33
7.4312,81.6038,Ampara,2020,Maha,Silt,1715.35,31.03,74.95,3.38,BG300,7666.2,9952.4,4260.34,30432.54,5494.48,7157.34,1036.15,65713.51,12971.18,5.07
7.9475,80.9244,Polonnaruwa,2020,Yala,Silt,1343.02,30.44,74.44,1.95,BG300,8936.29,16746.34,2381.6,23574.04,3145.85,13251.57,3649.74,70922.44,4749.32,14.93
